steps	episodes	elapsed	mean	median	stdev	max	min	average_q	average_loss
46501456	56320	442991.46698594093	14812.0	11820.0	9308.152698933698	25620.0	4700.0	7.36744721101153	1.953827591160189
46600278	56413	444099.08081650734	19946.0	18230.0	6672.224683133972	29500.0	8000.0	7.151417326899618	1.9697967670317984
46700765	56511	445094.3911828995	15576.0	15060.0	5765.358618507612	25100.0	6500.0	6.689423148740022	1.9395241785503678
46800117	56611	445966.85964012146	10824.0	10550.0	3509.6286603191134	17720.0	7060.0	8.433187624428566	1.9181924466448945
46900750	56707	446912.0724449158	14010.0	14310.0	2719.137935285945	17360.0	8660.0	7.028843041608616	1.9263298455338214
47000140	56799	447863.4903419018	14894.0	12140.0	5656.39893296865	23860.0	9420.0	6.554050423712806	1.928734678676656
47102068	56903	448883.2293920517	16078.0	14990.0	6642.6731566942735	26180.0	6720.0	7.153403696513588	1.9562189618012602
47200436	56993	449934.9631333351	18678.0	16460.0	4957.539264146635	27580.0	14000.0	7.560899616008932	1.9378319938115396
47300018	57085	450975.16545271873	16726.0	16720.0	1827.105786635124	19580.0	13480.0	6.78165497253755	1.922594121673525
47400613	57173	451889.7328722477	9500.0	6960.0	7456.254645150831	26480.0	3620.0	5.70615298227161	1.9391993250314339
47500051	57268	452811.1824235916	11714.0	12180.0	3045.770108782926	16080.0	6800.0	6.783800115321844	1.9454985020057705
47600343	57360	453752.98986816406	14012.0	14900.0	6031.312368704583	25640.0	5460.0	6.560670249471723	1.9351529610203984
47701369	57463	454701.9584479332	13180.0	13620.0	4268.187229049614	19700.0	6620.0	7.106631651290233	1.9501128743743048
47801358	57558	455523.3505311012	9848.0	8900.0	2803.5564714998854	15840.0	7240.0	7.938055968875569	1.952293531766344
47900289	57651	456401.6933889389	11590.0	11130.0	2280.609080438333	16180.0	9320.0	7.3609286736025314	1.9444680447748102
48000662	57751	457337.08587265015	13066.0	13360.0	5293.207807075865	22900.0	5160.0	6.706139634474607	1.9450268852218282
48101508	57852	458288.6812622547	12290.0	12710.0	3345.0361233724616	17580.0	7280.0	6.309994293033317	1.9573814643981768
48200276	57951	459080.43305158615	7468.0	6150.0	5991.692025908319	15180.0	1420.0	7.332263014440243	1.9378567776372424
48300697	58047	459958.1515021324	10650.0	9960.0	1862.6206150355888	13960.0	8260.0	7.789154332175726	1.9368298400336
48401944	58145	460850.9744722843	11900.0	11020.0	5222.157919225857	22800.0	5800.0	7.053430417104786	1.9428899473224497
48500319	58240	461706.2844219208	11816.0	12960.0	2798.6472922943803	15440.0	7140.0	7.677101057523403	1.9692416471590541
48600418	58332	462592.9138288498	12684.0	13050.0	2481.9132404927723	15880.0	8660.0	7.433635550088686	1.9736783209589908
48701207	58428	463408.6888589859	9024.0	8090.0	3739.302371060974	14420.0	2500.0	8.423292664963679	1.9651261877834867
48801829	58525	464256.2777264118	8974.0	8270.0	2120.6927589299157	13000.0	7100.0	8.041170287791807	1.9549305901735818
48900374	58614	465207.8388133049	14642.0	14130.0	3869.0963630629135	23980.0	9100.0	7.023567806976119	1.9513330788818957
49000293	58710	466156.53674197197	15208.0	15300.0	4556.540598109736	25460.0	8740.0	6.810561545243344	1.9399310836526857
49100365	58808	467106.4235768318	13402.0	10840.0	6907.737690445404	23520.0	7120.0	6.620706733240321	1.9316305391093334
49201979	58905	467997.99595332146	11394.0	13520.0	4228.307252580189	15900.0	4480.0	7.568886530000737	1.941283076510727
49300249	58996	469054.8678240776	18466.0	17220.0	7289.060600958429	33080.0	9400.0	7.370431174369389	1.9566405283516382
49400797	59096	470033.5370771885	14382.0	12670.0	7212.017440047934	27700.0	6460.0	7.106280483690118	1.9420530717337932
49500081	59189	471062.67906165123	17290.0	17030.0	4401.194282363721	23220.0	7640.0	6.986842384344589	1.9232477730798854
49600501	59286	471966.96856951714	11682.0	9660.0	4905.194072499975	21620.0	6620.0	8.380999635963871	1.9216087680816094
49700894	59391	472954.4349222183	16948.0	16280.0	7491.887167685678	26100.0	7300.0	8.675350302410573	1.938702715549931
49802134	59486	473936.17493629456	15976.0	14890.0	6962.7631807430525	25480.0	7240.0	7.368663252478348	1.9188288262557838
49901385	59581	474853.9706130028	11976.0	12630.0	3579.3208542652023	16120.0	6580.0	7.787813709134995	1.9047507957946876
50000000	59675	475808.37812924385	14516.0	15080.0	4047.120238172103	21480.0	7600.0	6.536194683676363	1.912346548086837
